[1400194800] LOG ROTATION: DAILY
[1400194800] LOG VERSION: 2.0
[1400194800] CURRENT HOST STATE: 84.203.208.42;UP;HARD;1;
[1400194800] CURRENT HOST STATE: 84.203.208.43;UP;HARD;1;
[1400194800] CURRENT HOST STATE: api.clickatell.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: asterisk.int.mttnow.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: b2b.easyjet.com;UP;HARD;1;HTTP WARNING: HTTP/1.1 400 Bad Request
[1400194800] CURRENT HOST STATE: bcd.mttnow.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: eleventh-hour.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: helpdesk.mttnow.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: latam.mttnow.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.62 ms
[1400194800] CURRENT HOST STATE: m.abacus.com.sg;UP;HARD;1;
[1400194800] CURRENT HOST STATE: m.atlantisthepalm.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: m.easyjet.com;UP;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.259 second response time
[1400194800] CURRENT HOST STATE: m.flybe.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: m.jumeirah.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: m.transavia.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: mobile.jetstar.com;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 197.26 ms
[1400194800] CURRENT HOST STATE: s1-sc5-b-euw;UP;HARD;1;
[1400194800] CURRENT HOST STATE: s1.jq.mttnow.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: s2-sc5-c-euw;UP;HARD;1;
[1400194800] CURRENT HOST STATE: s2.jq.mttnow.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: security.mttnow.com;UP;HARD;1;
[1400194800] CURRENT HOST STATE: www.mttnow.com;UP;HARD;1;
[1400194800] CURRENT SERVICE STATE: 84.203.208.42;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400194800] CURRENT SERVICE STATE: 84.203.208.43;RBL Check;OK;HARD;1;CHECK_RBL OK -  (1 server timed out: access.redhawk.org)
[1400194800] CURRENT SERVICE STATE: api.clickatell.com;HTTPS;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 147 bytes in 1.273 seconds
[1400194800] CURRENT SERVICE STATE: asterisk.int.mttnow.com;Asterisk Trunk Reg Failure;OK;HARD;1;TCP OK - 0.769 second response time on port 7080
[1400194800] CURRENT SERVICE STATE: b2b.easyjet.com;HTTP;OK;HARD;1;WebInject OK - All tests passed successfully in 0.379 seconds
[1400194800] CURRENT SERVICE STATE: b2b.easyjet.com;HTTPS;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 3328 bytes in 0.622 seconds
[1400194800] CURRENT SERVICE STATE: b2b.easyjet.com;Login Request;OK;HARD;1;WebInject OK - All tests passed successfully in 0.686 seconds
[1400194800] CURRENT SERVICE STATE: b2b.easyjet.com;SSL Cert;OK;HARD;1;OK: certificate expires in 843 days (Mon Sep  5 00:59:59 2016)
[1400194800] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - ELB;OK;HARD;1;WebInject OK - All tests passed successfully in 1.31 seconds
[1400194800] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;OK;HARD;1;WebInject OK - All tests passed successfully in 1.266 seconds
[1400194800] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - s2-sc2-d-use;OK;HARD;1;WebInject OK - All tests passed successfully in 1.282 seconds
[1400194800] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Elasticsearch Status;OK;HARD;1;OK: status is green
[1400194800] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;OK;HARD;1;OK: Value is 25.000
