[1400367600] LOG ROTATION: DAILY
[1400367600] LOG VERSION: 2.0
[1400367600] CURRENT HOST STATE: 84.203.208.42;UP;HARD;1;
[1400367600] CURRENT HOST STATE: 84.203.208.43;UP;HARD;1;
[1400367600] CURRENT HOST STATE: api.clickatell.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: asterisk.int.mttnow.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: b2b.easyjet.com;UP;HARD;1;HTTP WARNING: HTTP/1.1 400 Bad Request
[1400367600] CURRENT HOST STATE: bcd.mttnow.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: eleventh-hour.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: helpdesk.mttnow.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: latam.mttnow.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.62 ms
[1400367600] CURRENT HOST STATE: m.abacus.com.sg;UP;HARD;1;
[1400367600] CURRENT HOST STATE: m.atlantisthepalm.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: m.easyjet.com;UP;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.259 second response time
[1400367600] CURRENT HOST STATE: m.flybe.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: m.jumeirah.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: m.transavia.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: mobile.jetstar.com;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 197.26 ms
[1400367600] CURRENT HOST STATE: s1-sc5-b-euw;UP;HARD;1;
[1400367600] CURRENT HOST STATE: s1.jq.mttnow.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: s2-sc5-c-euw;UP;HARD;1;
[1400367600] CURRENT HOST STATE: s2.jq.mttnow.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: security.mttnow.com;UP;HARD;1;
[1400367600] CURRENT HOST STATE: www.mttnow.com;UP;HARD;1;
[1400367600] CURRENT SERVICE STATE: 84.203.208.42;RBL Check;OK;HARD;1;CHECK_RBL OK - 84.203.208.42 BLACKLISTED on 0 servers of 41
[1400367600] CURRENT SERVICE STATE: 84.203.208.43;RBL Check;OK;HARD;1;CHECK_RBL OK - 84.203.208.43 BLACKLISTED on 0 servers of 41
[1400367600] CURRENT SERVICE STATE: api.clickatell.com;HTTPS;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 147 bytes in 1.131 seconds
[1400367600] CURRENT SERVICE STATE: asterisk.int.mttnow.com;Asterisk Trunk Reg Failure;OK;HARD;1;TCP OK - 0.796 second response time on port 7080
[1400367600] CURRENT SERVICE STATE: b2b.easyjet.com;HTTP;OK;HARD;1;WebInject OK - All tests passed successfully in 0.359 seconds
[1400367600] CURRENT SERVICE STATE: b2b.easyjet.com;HTTPS;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 3328 bytes in 0.622 seconds
[1400367600] CURRENT SERVICE STATE: b2b.easyjet.com;Login Request;OK;HARD;1;WebInject OK - All tests passed successfully in 0.672 seconds
[1400367600] CURRENT SERVICE STATE: b2b.easyjet.com;SSL Cert;OK;HARD;1;OK: certificate expires in 841 days (Mon Sep  5 00:59:59 2016)
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - ELB;OK;HARD;1;WebInject OK - All tests passed successfully in 1.218 seconds
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;OK;HARD;1;WebInject OK - All tests passed successfully in 1.355 seconds
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - s2-sc2-d-use;OK;HARD;1;WebInject OK - All tests passed successfully in 1.171 seconds
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Elasticsearch Status;OK;HARD;1;OK: status is green
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;OK;HARD;1;OK: Value is 261.000
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Last Registration - s2-sc2-d-use;OK;HARD;1;OK: Value is 434.000
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Registrations per hour - ELB;WARNING;HARD;4;WARNING: Value is 56.000
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - adb1-c-use;OK;HARD;1;DISK OK - free space: / 6145 MB (76% inode=92%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - adb2-d-use;OK;HARD;1;DISK OK - free space: / 6145 MB (76% inode=92%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - pms-a-use;OK;HARD;1;DISK OK - free space: / 5693 MB (71% inode=91%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - s1-sc1-c-use;OK;HARD;1;DISK OK - free space: / 4062 MB (50% inode=75%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - s2-sc2-d-use;OK;HARD;1;DISK OK - free space: / 4096 MB (51% inode=75%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - sms1-c-use;OK;HARD;1;DISK OK - free space: / 5698 MB (71% inode=91%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - sms2-d-use;OK;HARD;1;DISK OK - free space: / 5698 MB (71% inode=91%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - adb1-c-use;OK;HARD;1;DISK OK - free space: /var 278734 MB (97% inode=99%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - adb2-d-use;OK;HARD;1;DISK OK - free space: /var 278710 MB (97% inode=99%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - pms-a-use;OK;HARD;1;DISK OK - free space: /var 227709 MB (79% inode=99%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - s1-sc1-c-use;OK;HARD;1;DISK OK - free space: /var 223336 MB (77% inode=99%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - s2-sc2-d-use;OK;HARD;1;DISK OK - free space: /var 223444 MB (77% inode=99%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - sms1-c-use;OK;HARD;1;DISK OK - free space: /var 237573 MB (82% inode=99%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - sms2-d-use;OK;HARD;1;DISK OK - free space: /var 237535 MB (82% inode=99%):
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - adb1-c-use;OK;HARD;1;NTP OK: Offset 0.006769895554 secs
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - adb2-d-use;OK;HARD;1;NTP OK: Offset -0.004626750946 secs
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - pms-a-use;OK;HARD;1;NTP OK: Offset -0.0004340410233 secs
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - s1-sc1-c-use;OK;HARD;1;NTP OK: Offset -0.004445314407 secs
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - s2-sc2-d-use;OK;HARD;1;NTP OK: Offset -0.005151867867 secs
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - sms1-c-use;OK;HARD;1;NTP OK: Offset 0.004823565483 secs
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - sms2-d-use;OK;HARD;1;NTP OK: Offset 0.0004365444183 secs
[1400367600] CURRENT SERVICE STATE: bcd.mttnow.com;TripSource www site;OK;HARD;1;HTTP OK - HTTP/1.0 301 Moved Permanently - 0.918 second response time
[1400367600] CURRENT SERVICE STATE: eleventh-hour.com;APP - API Status;OK;HARD;1;WebInject OK - All tests passed successfully in 0.74 seconds
[1400367600] CURRENT SERVICE STATE: eleventh-hour.com;Email Errors S1 EUR;OK;HARD;1;OK: Value is 0.000
[1400367600] CURRENT SERVICE STATE: eleventh-hour.com;HTTP - Admin Europe;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 14568 bytes in 0.701 seconds
[1400367600] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - Disk /;OK;HARD;1;DISK OK - free space: / 5207 MB (65% inode=87%):
[1400367600] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - Disk /var;OK;HARD;1;DISK OK - free space: /var 9525 MB (33% inode=98%):
[1400367600] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - NTP Offset;OK;HARD;1;NTP OK: Offset -0.004217147827 secs
[1400367600] CURRENT SERVICE STATE: eleventh-hour.com;Tomcat Memory S1 EUR;OK;HARD;1;OK: Value is 963624.000
[1400367600] CURRENT SERVICE STATE: helpdesk.mttnow.com;Eleventh Hour POP3;OK;HARD;1;POP3_ACCOUNT OK - 4 emails for helpdesk@eleventh-hour.com
[1400367600] CURRENT SERVICE STATE: helpdesk.mttnow.com;General POP3;OK;HARD;1;POP3_ACCOUNT OK - 0 emails for helpdesk@mttnow.com
[1400367600] CURRENT SERVICE STATE: helpdesk.mttnow.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.255 second response time
[1400367600] CURRENT SERVICE STATE: helpdesk.mttnow.com;Helpdesk Ansaback queue checking;OK;HARD;1;OK: Value is 0.000
[1400367600] CURRENT SERVICE STATE: helpdesk.mttnow.com;Helpdesk Ops Support queue checking;OK;HARD;1;OK: Value is 0.000
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;APP - Elasticsearch Status;OK;HARD;1;OK: status is green
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;APP - Email Send Check - elb1-usw;OK;HARD;1;OK : sum:3449 : 3.449 seconds to complete.
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - elb1-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 2.016 seconds
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - s1-sc1-b-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 0.56 seconds
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - s2-sc1-c-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 0.557 seconds
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;Disk / - s1-sc1-b-usw;OK;HARD;1;DISK OK - free space: / 6046 MB (75% inode=89%):
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;Disk / - s2-sc1-c-usw;OK;HARD;1;DISK OK - free space: / 6046 MB (75% inode=89%):
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;Disk /var - s1-sc1-b-usw;OK;HARD;1;DISK OK - free space: /var 27696 MB (57% inode=99%):
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;Disk /var - s2-sc1-c-usw;OK;HARD;1;DISK OK - free space: /var 32300 MB (67% inode=99%):
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;Endpoint HTTPS Status - elb1-usw;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 171 bytes in 0.354 seconds
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;NTP Offset - s1-sc1-b-usw;OK;HARD;1;NTP OK: Offset -0.002167701721 secs
[1400367600] CURRENT SERVICE STATE: latam.mttnow.com;NTP Offset - s2-sc1-c-usw;OK;HARD;1;NTP OK: Offset -0.0009305477142 secs
[1400367600] CURRENT SERVICE STATE: localhost;Current Load;OK;HARD;1;OK - load average: 0.00, 0.02, 0.00
[1400367600] CURRENT SERVICE STATE: localhost;Current Users;OK;HARD;1;USERS OK - 0 users currently logged in
[1400367600] CURRENT SERVICE STATE: localhost;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.06 ms
[1400367600] CURRENT SERVICE STATE: localhost;Root Partition;OK;HARD;1;DISK OK - free space: / 4023 MB (41% inode=96%):
