[1400108400] LOG ROTATION: DAILY
[1400108400] LOG VERSION: 2.0
[1400108400] CURRENT HOST STATE: 84.203.208.42;UP;HARD;1;
[1400108400] CURRENT HOST STATE: 84.203.208.43;UP;HARD;1;
[1400108400] CURRENT HOST STATE: api.clickatell.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: asterisk.int.mttnow.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: b2b.easyjet.com;UP;HARD;1;HTTP WARNING: HTTP/1.1 400 Bad Request
[1400108400] CURRENT HOST STATE: bcd.mttnow.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: eleventh-hour.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: helpdesk.mttnow.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: latam.mttnow.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.62 ms
[1400108400] CURRENT HOST STATE: m.abacus.com.sg;UP;HARD;1;
[1400108400] CURRENT HOST STATE: m.atlantisthepalm.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: m.easyjet.com;UP;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.259 second response time
[1400108400] CURRENT HOST STATE: m.flybe.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: m.jumeirah.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: m.transavia.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: mobile.jetstar.com;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 197.26 ms
[1400108400] CURRENT HOST STATE: s1-sc5-b-euw;UP;HARD;1;
[1400108400] CURRENT HOST STATE: s1.jq.mttnow.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: s2-sc5-c-euw;UP;HARD;1;
[1400108400] CURRENT HOST STATE: s2.jq.mttnow.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: security.mttnow.com;UP;HARD;1;
[1400108400] CURRENT HOST STATE: www.mttnow.com;UP;HARD;1;
[1400108400] CURRENT SERVICE STATE: 84.203.208.42;RBL Check;OK;HARD;1;CHECK_RBL OK - 84.203.208.42 BLACKLISTED on 0 servers of 41
[1400108400] CURRENT SERVICE STATE: 84.203.208.43;RBL Check;OK;HARD;1;CHECK_RBL OK - 84.203.208.43 BLACKLISTED on 0 servers of 41
[1400108400] CURRENT SERVICE STATE: api.clickatell.com;HTTPS;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 147 bytes in 1.309 seconds
[1400108400] CURRENT SERVICE STATE: asterisk.int.mttnow.com;Asterisk Trunk Reg Failure;OK;HARD;1;TCP OK - 0.796 second response time on port 7080
[1400108400] CURRENT SERVICE STATE: b2b.easyjet.com;HTTP;OK;HARD;1;WebInject OK - All tests passed successfully in 0.378 seconds
[1400108400] CURRENT SERVICE STATE: b2b.easyjet.com;HTTPS;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 3328 bytes in 0.640 seconds
[1400108400] CURRENT SERVICE STATE: b2b.easyjet.com;Login Request;OK;HARD;1;WebInject OK - All tests passed successfully in 0.633 seconds
[1400108400] CURRENT SERVICE STATE: b2b.easyjet.com;SSL Cert;OK;HARD;1;OK: certificate expires in 844 days (Mon Sep  5 00:59:59 2016)
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - ELB;OK;HARD;1;WebInject OK - All tests passed successfully in 1.242 seconds
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;OK;HARD;1;WebInject OK - All tests passed successfully in 1.327 seconds
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Component Check - s2-sc2-d-use;OK;HARD;1;WebInject OK - All tests passed successfully in 1.179 seconds
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Elasticsearch Status;OK;HARD;1;OK: status is green
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;OK;HARD;1;OK: Value is 1.000
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Last Registration - s2-sc2-d-use;OK;HARD;1;OK: Value is 101.000
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;APP - Registrations per hour - ELB;OK;HARD;1;OK: Value is 214.000
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - adb1-c-use;OK;HARD;1;DISK OK - free space: / 6145 MB (76% inode=92%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - adb2-d-use;OK;HARD;1;DISK OK - free space: / 6145 MB (76% inode=92%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - pms-a-use;OK;HARD;1;DISK OK - free space: / 5693 MB (71% inode=91%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - s1-sc1-c-use;OK;HARD;1;DISK OK - free space: / 4064 MB (50% inode=75%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - s2-sc2-d-use;OK;HARD;1;DISK OK - free space: / 4097 MB (51% inode=75%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - sms1-c-use;OK;HARD;1;DISK OK - free space: / 5698 MB (71% inode=91%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk / - sms2-d-use;OK;HARD;1;DISK OK - free space: / 5698 MB (71% inode=91%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - adb1-c-use;OK;HARD;1;DISK OK - free space: /var 279040 MB (97% inode=99%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - adb2-d-use;OK;HARD;1;DISK OK - free space: /var 279039 MB (97% inode=99%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - pms-a-use;OK;HARD;1;DISK OK - free space: /var 227870 MB (79% inode=99%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - s1-sc1-c-use;OK;HARD;1;DISK OK - free space: /var 223807 MB (77% inode=99%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - s2-sc2-d-use;OK;HARD;1;DISK OK - free space: /var 223962 MB (78% inode=99%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - sms1-c-use;OK;HARD;1;DISK OK - free space: /var 239678 MB (83% inode=99%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;Disk /var - sms2-d-use;OK;HARD;1;DISK OK - free space: /var 239604 MB (83% inode=99%):
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - adb1-c-use;OK;HARD;1;NTP OK: Offset -0.0007668733597 secs
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - adb2-d-use;OK;HARD;1;NTP OK: Offset 0.002323389053 secs
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - pms-a-use;OK;HARD;1;NTP OK: Offset -0.0004398822784 secs
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - s1-sc1-c-use;OK;HARD;1;NTP OK: Offset 0.003218054771 secs
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - s2-sc2-d-use;OK;HARD;1;NTP OK: Offset 0.007153987885 secs
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - sms1-c-use;OK;HARD;1;NTP OK: Offset 0.001522421837 secs
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;NTP Offset - sms2-d-use;OK;HARD;1;NTP OK: Offset 0.001572489738 secs
[1400108400] CURRENT SERVICE STATE: bcd.mttnow.com;TripSource www site;OK;HARD;1;HTTP OK - HTTP/1.0 301 Moved Permanently - 0.772 second response time
[1400108400] CURRENT SERVICE STATE: eleventh-hour.com;APP - API Status;OK;HARD;1;WebInject OK - All tests passed successfully in 0.866 seconds
[1400108400] CURRENT SERVICE STATE: eleventh-hour.com;Email Errors S1 EUR;OK;HARD;1;OK: Value is 0.000
[1400108400] CURRENT SERVICE STATE: eleventh-hour.com;HTTP - Admin Europe;OK;HARD;1;HTTP OK HTTP/1.1 200 OK - 14568 bytes in 0.666 seconds
[1400108400] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - Disk /;OK;HARD;1;DISK OK - free space: / 5207 MB (65% inode=87%):
[1400108400] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - Disk /var;OK;HARD;1;DISK OK - free space: /var 9624 MB (33% inode=98%):
[1400108400] CURRENT SERVICE STATE: eleventh-hour.com;Server 1 - NTP Offset;OK;HARD;1;NTP OK: Offset 0.0009967088699 secs
[1400108400] CURRENT SERVICE STATE: eleventh-hour.com;Tomcat Memory S1 EUR;OK;HARD;1;OK: Value is 962248.000
[1400108400] CURRENT SERVICE STATE: helpdesk.mttnow.com;Eleventh Hour POP3;OK;HARD;1;POP3_ACCOUNT OK - 4 emails for helpdesk@eleventh-hour.com
[1400108400] CURRENT SERVICE STATE: helpdesk.mttnow.com;General POP3;OK;HARD;1;POP3_ACCOUNT OK - 0 emails for helpdesk@mttnow.com
[1400108400] CURRENT SERVICE STATE: helpdesk.mttnow.com;HTTP;OK;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.320 second response time
[1400108400] CURRENT SERVICE STATE: helpdesk.mttnow.com;Helpdesk Ansaback queue checking;OK;HARD;1;OK: Value is 0.000
[1400108400] CURRENT SERVICE STATE: helpdesk.mttnow.com;Helpdesk Ops Support queue checking;OK;HARD;1;OK: Value is 0.000
[1400108400] CURRENT SERVICE STATE: latam.mttnow.com;APP - Elasticsearch Status;OK;HARD;1;OK: status is green
[1400108400] CURRENT SERVICE STATE: latam.mttnow.com;APP - Email Send Check - elb1-usw;OK;HARD;1;OK : sum:3078 : 3.078 seconds to complete.
[1400108400] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - elb1-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 0.674 seconds
[1400108400] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - s1-sc1-b-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 0.431 seconds
[1400108400] CURRENT SERVICE STATE: latam.mttnow.com;APP - Flight Data Check - s2-sc1-c-usw;OK;HARD;1;WebInject OK - All tests passed successfully in 0.493 seconds
[1400108400] CURRENT SERVICE STATE: latam.mttnow.com;Disk / - s1-sc1-b-usw;OK;HARD;1;DISK OK - free space: / 6045 MB (75% inode=89%):
[1400108400] CURRENT SERVICE STATE: latam.mttnow.com;Disk / - s2-sc1-c-usw;OK;HARD;1;DISK OK - free space: / 6045 MB (75% inode=89%):
[1400108400] CURRENT SERVICE STATE: latam.mttnow.com;Disk /var - s1-sc1-b-usw;OK;HARD;1;DISK OK - free space: /var 26604 MB (55% inode=99%):
